Fecha,Hora,Técnico,Locación,pH,Turbidez (NTU),Cloro Residual (mg/L),Observaciones,Foto
21/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1060.00,0.00,,
22/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1058.00,0.00,,
23/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1058.00,0.00,,
24/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1069.00,0.00,,
25/12/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1132.00,0.00,,
26/12/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1122.00,0.00,,
27/12/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1122.00,0.00,,
28/12/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1105.00,0.00,,
29/12/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1105.00,0.00,,
30/12/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1105.00,0.00,,
31/12/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1120.00,0.00,,
1/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1120.00,0.00,,
2/01/2024,11:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1120.00,0.00,,
3/01/2024,13:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,1120.00,0.00,,
4/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
5/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
6/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
7/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
8/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
9/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
10/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
11/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
12/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
13/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
14/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
15/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
16/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
17/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.76,1025.00,0.00,,
18/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.01,1025.00,0.00,,
19/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.03,1025.00,0.00,,
20/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.03,1025.00,0.00,,
21/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.73,1025.00,0.00,,
22/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.73,1025.00,0.00,,
23/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.73,1025.00,0.00,,
24/01/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.73,1025.00,0.00,,
25/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.38,1025.00,0.00,,
26/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.33,1025.00,0.00,,
27/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.38,1050.00,0.00,,
28/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.33,1050.00,0.00,,
29/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.31,1050.00,0.00,,
30/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.31,1050.00,0.00,,
31/01/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.29,1050.00,0.00,,
1/02/2024,15:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.30,1050.00,0.00,,
2/02/2024,13:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1050.00,0.00,,
3/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1050.00,0.00,,
4/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1050.00,0.00,,
5/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1050.00,0.00,,
6/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
7/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
8/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
9/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
10/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
11/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
12/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1156.00,0.00,,
13/02/2024,10:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1350.00,0.00,,
14/02/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1250.00,0.00,,
15/02/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1250.00,0.00,,
16/02/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
17/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
18/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
19/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
20/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
21/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
22/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
23/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
24/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
25/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
26/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
27/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
28/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
29/02/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
1/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
2/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
3/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
4/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
5/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
6/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
7/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
8/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
9/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
10/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
11/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
12/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
13/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
14/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.48,1120.00,0.00,,
15/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.36,1009.00,0.00,,
16/03/2024,14:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.41,996.00,0.00,,
17/03/2024,14:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.45,989.00,0.00,,
18/03/2024,10:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,992.00,0.00,,
19/03/2024,14:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,981.00,0.00,,
20/03/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.53,981.00,0.00,,
21/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,982.00,0.00,,
22/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,979.00,0.00,,
23/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,982.00,0.00,,
24/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.50,978.00,0.00,,
25/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.54,988.00,0.00,,
26/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.56,982.00,0.00,,
27/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.56,982.00,0.00,,
28/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,978.00,0.00,,
29/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,978.00,0.00,,
30/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,980.00,0.00,,
31/03/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,985.00,0.00,,
1/04/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,985.00,0.00,,
2/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
3/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
4/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
5/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
6/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
7/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
8/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
9/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
10/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
11/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,940.00,0.00,,
12/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,990.00,0.00,,
13/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,985.00,0.00,,
14/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
15/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,990.00,0.00,,
16/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,980.00,0.00,,
17/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,980.00,0.00,,
18/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,990.00,0.00,,
19/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,980.00,0.00,,
20/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,985.00,0.00,,
21/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,990.00,0.00,,
22/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,985.00,0.00,,
23/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,985.00,0.00,,
24/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,985.00,0.00,,
25/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,995.00,0.00,,
26/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,985.00,0.00,,
27/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,972.00,0.00,,
28/04/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.63,982.00,0.00,,
29/04/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,991.00,0.00,,
30/04/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.75,987.00,0.00,,
1/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.75,987.00,0.00,,
2/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,974.00,0.00,,
3/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.71,974.00,0.00,,
4/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.72,974.00,0.00,,
5/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.72,974.00,0.00,,
6/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.75,980.00,0.00,,
7/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.75,969.00,0.00,,
8/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.78,978.00,0.00,,
9/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.78,978.00,0.00,,
10/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.75,960.00,0.00,,
11/05/2024,16:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,960.00,0.00,,
12/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,680.00,0.00,,
13/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,680.00,0.00,,
14/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,680.00,0.00,,
15/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,680.00,0.00,,
16/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,680.00,0.00,,
17/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,760.00,0.00,,
18/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,850.00,0.00,,
19/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,850.00,0.00,,
20/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,850.00,0.00,,
21/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,745.00,0.00,,
22/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,815.00,0.00,,
23/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.50,545.00,0.00,,
24/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,740.00,0.00,,
25/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,740.00,0.00,,
26/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,725.00,0.00,,
27/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,730.00,0.00,,
28/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,730.00,0.00,,
29/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,710.00,0.00,,
30/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,710.00,0.00,,
31/05/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,680.00,0.00,,
1/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,680.00,0.00,,
2/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,680.00,0.00,,
3/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,680.00,0.00,,
4/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,685.00,0.00,,
5/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.58,680.00,0.00,,
6/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.58,680.00,0.00,,
7/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.58,660.00,0.00,,
8/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.54,665.00,0.00,,
9/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.54,665.00,0.00,,
10/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,665.00,0.00,,
11/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,665.00,0.00,,
12/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,665.00,0.00,,
13/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.64,665.00,0.00,,
14/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.64,572.00,0.00,,
15/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,572.00,0.00,,
16/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,572.00,0.00,,
17/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,572.00,0.00,,
18/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.64,572.00,0.00,,
19/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,572.00,0.00,,
20/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.64,572.00,0.00,,
21/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.64,572.00,0.00,,
22/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,547.00,0.00,,
23/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,525.00,0.00,,
24/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,525.00,0.00,,
25/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,525.00,0.00,,
26/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,505.00,0.00,,
27/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,505.00,0.00,,
28/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,505.00,0.00,,
29/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,505.00,0.00,,
30/06/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,475.00,0.00,,
1/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,415.00,0.00,,
2/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,415.00,0.00,,
3/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,395.00,0.00,,
4/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,375.00,0.00,,
5/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,375.00,0.00,,
6/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.58,375.00,0.00,,
7/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.58,375.00,0.00,,
8/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.58,375.00,0.00,,
9/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.28,375.00,0.00,,
10/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.35,375.00,0.00,,
11/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.35,375.00,0.00,,
12/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.35,375.00,0.00,,
13/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.28,375.00,0.00,,
14/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.28,355.00,0.00,,
15/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.28,355.00,0.00,,
16/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.28,355.00,0.00,,
17/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.28,355.00,0.00,,
18/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.32,208.00,0.00,,
19/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,665.00,0.00,,
20/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,300.00,0.00,,
21/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,300.00,0.00,,
22/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,300.00,0.00,,
23/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,300.00,0.00,,
24/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,300.00,0.00,,
25/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,300.00,0.00,,
26/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,300.00,0.00,,
27/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,300.00,0.00,,
28/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,300.00,0.00,,
29/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.68,330.00,0.00,,
30/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.64,330.00,0.00,,
31/07/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,300.00,0.00,,
1/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,230.00,0.00,,
2/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,195.00,0.00,,
3/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,175.00,0.00,,
4/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.66,155.00,0.00,,
5/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,155.00,0.00,,
6/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,120.00,0.00,,
7/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,120.00,0.00,,
8/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,115.00,0.00,,
9/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,120.00,0.00,,
10/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,120.00,0.00,,
11/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
12/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
13/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
14/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
15/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
16/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
17/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
18/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
19/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
20/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
21/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
22/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
23/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
24/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
25/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
26/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
27/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
28/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
29/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
30/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
31/08/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
1/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
2/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
3/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
4/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,135.00,0.00,,
5/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.40,136.00,0.00,,
6/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,134.00,0.00,,
7/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
8/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,135.00,0.00,,
9/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
10/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,137.00,0.00,,
11/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,135.00,0.00,,
12/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
13/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
14/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,135.00,0.00,,
15/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
16/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
